370545	ara	الطريق طويل.
370549	ara	العالم قرية صغيرة.
370551	ara	الكرز أحمر.
370554	ara	المنافسة قوية.
370556	ara	نحن عرب.
370558	ara	هو ذكي.
370560	ara	إنه ذكي.
370561	ara	أنت صديقي.
370563	ara	هذا دفتري.
370565	ara	عيادة الطبيب في الدور الثاني.
370566	ara	إنه جدير بأن يكون قائد فريقنا.
370569	ara	إنه يعرفنا جيداً.
370570	ara	أحبه أكثر من بقية الأولاد.
370571	ara	لم ينجُ أحد من تحطم الطائرة.
370572	ara	هذا غير صحيح.
370574	ara	ما أجمل هذه الزهرة!
370575	ara	تتكاثر الفئران بسرعة.
370576	ara	هذا الحلم سَيَتَحَقَّق.
370577	ara	هذه قصة حقيقية.
370578	ara	لكن هذا ليس صحيحاً.
370579	ara	زوجتي طبيبة.
370581	ara	الموسيقى لغة عالمية.
370584	ara	الحمد لله.
370586	ara	سرق الرجل حقيبة يدي.
370587	ara	عندي مشكلة.
370589	ara	هناك عوامل كثيرة.
370591	ara	قابلتها في الشارع.
370592	ara	أيمكنك رؤية الفرق؟
370593	ara	أيمكنك ملاحظة الفرق؟
370594	ara	المهم هو العمل.
370598	ara	أنت لست صديقنا.
370600	ara	الدلفين نوع من الثدييات.
370601	ara	عاد السفير.
370603	ara	صفق الجمهور للممثلة.
370604	ara	لا أعرف شيئاً.
370606	ara	رفع يده.
370608	ara	ضحك الطلاب.
370610	ara	لا تلمس البضاعة.
370611	ara	الأولاد نائمون.
370612	ara	سأشتري سيارة.
370613	ara	من فضلك إتّصل بي لاحقاً.
370614	ara	هنا موقع الحادث.
370615	ara	سررت بلقائك.
370616	ara	تنافس عشر فرق على الجائزة.
370617	ara	أعرّفك بصديقي.
370618	ara	مبيعات السيارات اليابانية في الخارج جيدة.
370619	ara	أصبح بوب مهندساً.
370620	ara	أعتقد أن شكسبير أعظم كاتب دراما في التاريخ.
370621	ara	حضر اللقاء عدد من أصحاب الإختصاص.
370623	ara	ترك الباب مفتوحاً.
370625	ara	أعطني انطباعك عن هذا الكتاب.
370626	ara	لنكمل حديثنا.
370627	ara	أحقا مات أبي؟
370629	ara	يا لها من جملة!
370631	ara	هو ولد مشاغب.
370633	ara	درّسني التاريخ.
370635	ara	هذا المنتزه يذكّرني بطفولتي.
370636	ara	هذا المنتزه جميل و نظيف حقاً.
370637	ara	كاد الولد أن يغرق.
370638	ara	شك المحامي في براءته.
370639	ara	نصحها الطبيب بأخذ إجازة.
370640	ara	سامحني من فضلك.
370641	ara	لا أحب أن أطبخ عندما يكون الجو حارّاً.
370642	ara	من ارتكب هذه الجريمة حتماً فقد عقله.
370643	ara	علمتني عمتي كيف أحضّر قهوةً لذيذة.
370644	ara	هذا بيت و ذلك مسجد.
370646	ara	الباب مفتوح.
370648	ara	القلم مكسور.
370650	ara	أين الولد؟
370652	ara	ذهب بلال إلى المدرسة.
370654	ara	لمن هذا؟
370655	ara	هذا جميل ، و ذلك أيضاً جميل.
370657	ara	فوزنا مؤكّد.
370658	ara	وافق المدرس على خطته.
370659	ara	قام بالعمل كما طُلب.
370660	ara	سررت بمعرفتك.
370661	ara	تشرّفت بلقائك.
370662	ara	كيف حالك؟
370663	ara	بدأت صحته تتدهور.
370664	ara	الأرملة امرأة توفي زوجها.
370665	ara	أين ذهب؟
370666	ara	لا تفتح الباب.
370667	ara	زُرِعَت الأشجار بجانب الطريق.
370668	ara	كان رجلاً سابقاً لعصره.
370669	ara	ها قد أتى الباص.
370670	ara	هذا الكتاب لعلي.
370672	ara	كرم مدرس جديد.
370674	ara	المدرس الجديد في الفصل.
370676	ara	أنا في بيت جديد.
370678	ara	السيارة التي أمامي لكرم.
370680	ara	المدرس عند المدير.
370682	ara	أذهبت إلى المدرسة اليوم؟
370684	ara	من في البيت؟
370686	ara	أحب اللّغة العربية.
370688	ara	ماذا تحب؟
370690	ara	ماذا تحب أن تأكل؟
370692	ara	سعة الخزان خمسون جالوناً.
370693	ara	سأساعده غداً.
370694	ara	أعد الكتاب إلى صاحبه.
370695	ara	الفتاة تشعر بالوحدة.
370696	ara	كنّا نسبح في النهر.
370697	ara	قررت أن أعمل لحساب شركة في الولايات المتحدة.
370698	ara	قررت أن أعمل لحساب شركة في أمريكا.
370699	ara	جون في عمر أخي.
370700	ara	هذا ما نريد أن نعرفه.
370701	ara	من فضلك إلغِ هذا الملفّ.
370702	ara	من أين أنت؟
370704	ara	من أي بلد أنت؟
370705	ara	أين بيتك؟
370707	ara	أين تسكن؟
370709	ara	ما عنوانك؟
370711	ara	الطالبة التي جلست أمام المدرّسة من ألمانيا.
370713	ara	بعضهم مدرّسون ، وبعضهم مهندسون.
370715	ara	هم إخوتي.
370717	ara	هنّ أخواتي.
370719	ara	أيّ طالب خرج؟
370721	ara	من هذان الولدان؟
370723	ara	كم كتاباً قرأت؟
370725	ara	هما في الغرفة.
370727	ara	كم قلماً عندك؟
370729	ara	رأيت خمسة رجال.
370731	ara	لديّ عشرة أقلام.
370733	ara	حملت ثلاثة كتب.
370735	ara	مررت بأربعة بيوت.
370737	ara	لي أخت واحدة.
370739	ara	يبدو أن العصافة هدأت.
370740	ara	علينا أن نهتمّ بالمحافظة على تراثنا الوطني.
370741	ara	لديها خمس إخوة أكبر منها.
370742	ara	لديها خمسة إخوان كبار.
370743	ara	صوتها ناعم و واضح.
370744	ara	قلّده و حسب.
370745	ara	خرجت العائلة كلّها لتتمشّى.
370746	ara	لا أشكّ لحظة في صدقك.
370747	ara	إنّ الكتابَ سهلٌ.
370749	ara	الكتابُ سهلٌ.
370751	ara	لعلّ الجوّ جميل.
370753	ara	إنّك غنيّ.
370755	ara	أنت غنيّ.
370756	ara	بلال ذو علم.
370759	ara	مريم ذات خلق.
370762	ara	أمدرّس أنت أم طالب؟
370764	ara	أإلى القاهرة ذهبت أم إلى الاسكندرية؟
370766	ara	خذ هذا أو ذاك.
370768	ara	ليس البيت بجديد.
370770	ara	ما زالت تعتمد على والديها.
370771	ara	جريدة اليوم تحذّر من قدوم عاصفة.
370772	ara	من فضلك أرني إياها مرة أخرى.
370773	ara	مات لنكولن في عام ١٨٦٥ للميلاد.
370774	ara	هذه المسألة سهلة لدرجة أن أيّ طالب يمكنه حلّها.
370908	ara	الرياضيات مادّتي المفضّلة.
370909	ara	أدخله.
370910	ara	أهو أمريكي؟
370912	ara	دعني أساعدك.
370913	ara	اليوم ممطر.
370914	ara	من فضلك أعطني قلماً و بضعة أوراق.
370915	ara	كيف لي أن أعرف؟
370916	ara	رأيت رجلاً يتّجه نحوي.
370917	ara	أعرف كم عمرك.
370918	ara	أنتم معلّمون.
370919	ara	أنتم مدرّسون.
370920	ara	كنّا كلّنا متعبون.
370921	ara	لنواجه الحقائق.
370922	ara	بدأ يشعر بالمرض.
370923	ara	أبي مدرّس.
370924	ara	أبي لا يقرأ كتاباً الآن.
370925	ara	البيت مسكون.
370926	ara	البيت مسكون بالأشباح.
370927	ara	ماذا تظن نفسك فاعلاً؟
370928	ara	ابق مكانك.
370929	ara	أقدّر شجاعته.
370930	ara	عليك أن تطيع والديك.
370931	ara	قفز من النافذة.
370932	ara	أيمكنني أن أدخّن هنا؟
370933	ara	لدينا أخبار جيدة.
370934	ara	يمكنك استعارة هذا الكتاب بشرط أن تبقيه نظيفاً.
370935	ara	يمكنك استعارة الكتاب بشرط أن تحافظ عليه.
370936	ara	إنه دورك.
370941	ara	لست من الهند.
370943	ara	بلال أطْوَلُ من كرم.
370945	ara	أنت أحْسَنُ منّي.
370947	ara	كرم أحسن طالب في المدرسة.
370949	ara	كأنّك من الهند.
370951	ara	كأنّ هذه السيارة له.
370953	ara	ستتزوّج برجل ثريّ.
370954	ara	يمكن معالجة السرطان إذا اِكْتُشِفَ في مرحلة مبكّرة.
370956	ara	الجميع يحبون الموسيقى.
370957	ara	ماذا حدث بالأمس؟
370958	ara	ما الذي حصل البارحة؟
370959	ara	بقي القليل من الحليب في الزجاجة.
370960	ara	استطاع أن يبني بيتاً صغيراً.
370969	ara	فاطمة أكبر طالبة في فصلنا.
370971	ara	استلم الجائزة أحد عشر طالباً.
370973	ara	منذ ١٩٩۰م و حتّى الآن ، استلمت الجائزة إحدى عشرة طالبةً.
370975	ara	لا تصرخ في وجهي.
370983	ara	اِغسل رجليك.
370984	ara	لم يكن لديّ وقت للأكل.
370985	ara	اشترى لنا عمّي جهاز تلفاز جديد.
370986	ara	أيمكنك أن تعلّمني كيف أستخدم الغسّالة؟
370987	ara	كم من الوقت يلزم للوصول إلى المحطّة.
370988	ara	زرت أمريكا.
370989	ara	جلسوا تحت ظل شجرة.
370990	ara	هل الحمّام جاهز؟
370991	ara	أنا حُرّ.
370992	ara	نسيت أن أسأله.
370993	ara	أصبحا زوجاً و زوجة.
370994	ara	سيأتي الربيع قريباً.
370995	ara	هل غاب أحد اليوم؟
370996	ara	أتوقّع أن يصل قريباً.
370997	ara	إذا ابتسم المهزوم أفقد المنتصر لذة الفوز.
370999	ara	كلنا كالقمر ، لنا جانب مظلم لا نظهره لأحد.
371001	ara	لا تتحدى من ليس لديه ما يخسره.
371003	ara	جاء الطالب من لندن.
371005	ara	الولد عطشان.
371007	ara	أُنْشِئَتْ مدارس.
371009	ara	هذه عصافير.
371011	ara	سلّمت على التلميذ الأسبق.
371013	ara	لا تجادل وانت غضبان ولا تأكل وانت شبعان.
371015	ara	هاتان صورتان جميلتان.
371017	ara	هاتان صورتان جميلتان إطاراهُما.
371019	ara	هذا عمل نافع.
371021	ara	هذا عمل ينفع الآخرين.
371023	ara	أغلق عينيك.
371024	ara	يمكنها تحدث اليابانيّة.
371026	ara	نظّفنا صفّنا.
371027	ara	أعتمد عليك.
371028	ara	لونه أحمر.
371029	ara	لونها أحمر.
371030	ara	لا عجب أنّ البعض يشعرون بالتوتر عند دخولهم المستشفى.
371031	ara	إنّها مفاجأة.
371032	ara	الجو بارد.
371033	ara	إنها تمطر.
371034	ara	الجو ممطر.
371035	ara	لا تنسنا.
371036	ara	ليس مهماً.
371037	ara	لا تنس التذكرة.
371038	ara	لا تنس تذكرة الدخول.
371039	ara	سررت بعودتك.
371040	ara	سأوصلك إلى المطار.
371041	ara	أما زلت تذكر؟
371042	ara	ماذا عليّ أن أحضر؟
371043	ara	لنعد أدراجنا.
371044	ara	إنها ساعة متأخرة.
371045	ara	ماذا؟
371046	ara	ارجع إلى الوراء من فضلك.
371047	ara	تنحّى جانبا إذا سمحت.
371048	ara	أحضرها لي.
371049	ara	هناك الكثير من الفنادق في وسط المدينة.
371050	ara	أتذكّر أنّي شاهدت هذا الفيلم.
371051	ara	أتمنّى أن تأتي مرّة أخرى.
371052	ara	لا. أنا آسف، عليّ العودة مبكراً.
371053	ara	هذه التفاحة شديدة الحمرة.
371054	ara	هذه التفاحة حمراء جداً.
371055	ara	سأريك بعض الصور.
371056	ara	الآن تذكرت.
371057	ara	آه ، متى سيتقابلون مجدداً؟
371058	ara	سأعاود الإتصال بك.
371059	ara	لا تنظر إلى الوراء.
371060	ara	الجو حار اليوم.
371061	ara	عادة ما أغسل الصحون.
371062	ara	أحضر أولادك معك.
371063	ara	لا تنس أن لدينا واجباً.
371064	ara	هل تذكرني؟
371065	ara	أما زلت تذكرني؟
371066	ara	لن أعود.
371067	ara	أنا في المطار الآن.
371068	ara	سأعود.
371069	ara	ليس هناك ما ينقص.
371070	ara	الآباء يحبون أولادهم.
371071	ara	إنها لأخي.
371072	ara	أطفئ الضوء. لا يمكنني النوم.
371073	ara	أشعل الضوء. لا يمكنني أن أرى شيئاً.
371074	ara	أنا متأكد من أنها ستعود قريباً.
371075	ara	أرني مثالاً آخر.
371076	ara	أراك غداً في المكتبة.
371077	ara	أراك غداً عند المكتبة.
371078	ara	ستضل طريقك.
371079	ara	ستضيع.
371080	ara	هذا هو السؤال.
371081	ara	هذه هي المسألة.
371082	ara	من محاسن القاموس الإلكتروني أنه سهل الحمل.
371083	ara	عليك أن تقوم بالواجب.
371084	ara	فبدأ الطبيب بالكشف عليها.
371085	ara	فبدأ الطبيب بمعاينتها.
371086	ara	فقدت الوعي.
371087	ara	خسر فريقنا.
371088	ara	خسر توم وظيفته.
371089	ara	أين وُلِدَ توم؟
371090	ara	أذكر أني سمعت قصة مشابهة.
371091	ara	هذا الفندق أفضل من ذاك الفندق.
371092	ara	متى وُلِدْت؟
371093	ara	أذكر أني قابلت ذلك الرجل من قبل في كامبردج.
371094	ara	هناك صفحة ناقصة.
371095	ara	خسرنا تلك المباراة.
371096	ara	لا أذكر لحن تلك الأغنية.
371097	ara	كنت مشغولاً بكتابة قصة قصيرة.
371098	ara	لا أقدر أن أسامحه على ما فعل.
371099	ara	متى ولدت؟
371100	ara	فقدت حقيبة يدها.
371101	ara	يستطيع الدب تسلق الشجرة.
371102	ara	يبدو أن السيد تناكا اجتاز الإمتحان.
371103	ara	ندمت على عدم حضوري الخطبة.
371104	ara	فقد الرجل الأمل كلياً.
371105	ara	احترق الفندق.
371106	ara	خسروا المعركة.
371107	ara	خسروا الحرب.
371108	ara	لدي سؤال.
371109	ara	لم أنت مستعجل؟
371110	ara	لماذا أنت في عجلة من أمرك هكذا؟
371184	ara	من فضلك اِنسخ هذه الصفحة.
371185	ara	لن يعرف أحد.
371186	ara	أبقى جميع النّوافذ مفتوحة.
371187	ara	ضوء القمر ضعيف.
371188	ara	ضوء القمر خافت.
371189	ara	بنى سِياجاً حول بيته.
371190	ara	بنى سِياجاً خشبياً حول بيته.
371191	ara	هل هذه المعلومة صحيحة؟
371192	ara	نصحني الطبيب بالإقلاع عن التدخين.
371193	ara	ارتكبت نفس الخطأ مرّة أخرى.
371194	ara	أهنّئك بنجاحك.
371195	ara	أهنّئك بمناسبة نجاحك.
371196	ara	كان الجو حاراً جداً ظهيرة اليوم.
371198	ara	اِصعدوا الباص واحداً تلو الآخر.
371199	ara	لم يشجّعها أحد.
371200	ara	حدث ذلك ذات ليلة.
371201	ara	هذا أجمل.
371203	ara	عليّ أن أشتري واحدة.
371205	ara	عدّل رئيس القسم خطّته.
371206	ara	ذكر هاتوياما أنه يعيل عائلته بالمراهنة على سباق الخيل.
371207	ara	ساعدنا بعضنا.
371208	ara	لديّ أخ واحد.
371209	ara	لي أخ وحيد.
371210	ara	فشل تلو الآخر.
371211	ara	حدث تلو الآخر.
371212	ara	تفضّل خذ واحدة.
371216	ara	على المرء أن يستحمّ.
371218	ara	يقيس حرارته.
371222	ara	يبدو أن رئيس القسم يحب استغلال سلطته.
371224	ara	على المرء أن يجتهد.
371225	ara	على المرء أن يفعل كلّ ما بوسعه.
371227	ara	لم يساعدني أحد.
371228	ara	لم يكن هناك أحد.
371229	ara	لن يأتي أحد.
371230	ara	لا أحد يحب الحرب.
371232	ara	لم يرسب أحد.
371234	ara	كان الجو حاراً جداً عصر اليوم.
371235	ara	سألتني كم عمري.
371236	ara	سألتني عن عمري.
371239	ara	رفع قبّعته اِحتراماً.
371241	ara	يعزف موسيقى.
371242	ara	كل ما عليك فعله هو حفظ هذه الجملة عن ظهر قلب.
371243	ara	رجال و نساء قاتلوا للدفاع عن وطنهم.
371244	ara	خرج الأولاد من الغرفة واحداً تلو الآخر.
371245	ara	لا يستطيع أحدٌ مساعدتي.
371246	ara	لا أعرف متى سيكون هنا.
371249	ara	لديّ إحساس أني كنت هنا من قبل.
371252	ara	عليك أن تنظّف غرفتك.
371254	ara	نظّف غرفتك.
371256	ara	رفضت عرضه.
371257	ara	النتيجة واحد مقابل واحد.
371258	ara	النتيجة واحد الكلّ.
371259	ara	أيمكنك أن تُرِيَني ذلك؟
371261	ara	سآخذ هذا.
371263	ara	وفي يوم من الأيام ، انتحر.
371264	ara	قابلته يوما.
371265	ara	الأسود لي.
371266	ara	عد من واحد إلى عشرة.
371268	ara	يبلغ متحدّثي اللغة الإنجليزية مليار نسمة.
371269	ara	مليار شخص يتكلمون الإنجليزية.
371273	ara	لحسن الحظ لم يتأذ أحد.
371276	ara	درست لمدة ساعة.
371277	ara	ذاكرت ساعة.
371278	ara	الجو معتدل هنا.
371279	ara	نجا من الموت بأعجوبة.
371280	ara	كم تبعُد عن هنا؟
371281	ara	أريد أن أقول لك شيئاً.
371283	ara	لا أحد يعرف اسمه.
371284	ara	لم يصدّق أحد قصّته.
371285	ara	سنكتفي بهذا الحد اليوم و نقف هنا.
371286	ara	توقف كِن عن الكلام و بدأ بالأكل.
371287	ara	أحتاج مساعدتك.
371288	ara	أحتاج إلى مساعدتك.
371289	ara	أحتاج مساعدة طبية.
371290	ara	هل تحتاج لمساعدة؟
371291	ara	"!صرخت قائلة "النجدة! ساعدوني.
371292	ara	النجدة! ساعدني!
371293	ara	النجدة!
371294	ara	هل لي أن أساعدك؟
371295	ara	تفضّل البيت بيتك.
371296	ara	تفضّل المكان مكانك.
371297	ara	الى متى سنقف مكتوفى الايدى.
371299	ara	صرخ طالباً النجدة.
371300	ara	أُقَدِّر مساعدتك.
371301	ara	نُقَدِّر مساعدتك.
371303	ara	أيمكنك مساعدتي؟
371304	ara	من فضلك ساعدني.
371305	ara	مات السنة الماضية.
371306	ara	كان لديهما ولد واحد.
371307	ara	رزقوا بولد وحيد.
371308	ara	وقعوا واحداً تلو الآخر.
371309	ara	بدأوا واحداً تلو الآخر.
371310	ara	وصلوا واحداً خلف الآخر.
371311	ara	ماتوا واحداً تلو الآخر.
371312	ara	ركّزت على شيء واحد.
371313	ara	على الأصدقاء مساعدة بعضهم البعض.
371314	ara	لم يأت أحد سوى ماري.
371315	ara	السفر يوسع آفاق تفكير المرء.
371316	ara	أقبل ولكن بشرط واحد.
371317	ara	هناك تفاحة واحدة على المكتب.
371318	ara	احترقت المنازل واحدة تلو الأخرى.
371319	ara	اضرب عصفورين بحجر.
371320	ara	بقيَ واحد وذهب الآخر.
371321	ara	ما أسهل أن يكتسب المرء عادات سيئة!
371322	ara	أرني شيئاً أرخص لو سمحت.
371323	ara	لم يعد يثق به أحد بعد الآن.
371324	ara	عليك أن تساعدها.
371325	ara	طلبت النجدة.
371327	ara	هل ستساعدني؟
371328	ara	من سيساعدني؟
371329	ara	أحتاج إلى مساعدته.
371331	ara	هم يحتاجون المزيد من المساعدة.
371332	ara	صرخوا طالبين النجدة.
371333	ara	أستساعدهم؟
371334	ara	عليّ أن أساعده.
371335	ara	صرخت طالبة المساعدة.
371336	ara	تعال و ساعدنا.
371337	ara	ساعدني في الطبخ.
371338	ara	من الممكن أن تمطر.
371339	ara	ستمطر قريباً.
371340	ara	ربما ستمطر.
371341	ara	ربما ستمطرُ بعدَ قليل.
371342	ara	وأخيرًا وجدت مفاتيحها المفقودة.
371343	ara	إحدى حقائبي مفقودة.
371345	ara	لربما تمطر غداً.
371346	ara	فجأة هطل المطر.
371347	ara	أستمطر اليوم؟
371348	ara	هل ستمطر اليوم؟
371349	ara	ستمطر الليلة.
371350	ara	ربما ستمطر الليلة.
371351	ara	هل ستمطر غداً؟
371352	ara	ربما ستمطر غداً.
371353	ara	فجأة بدأ المطر بالهطول.
371354	ara	أصبح المطر ثلجاً.
371355	ara	استمر المطر بالهطول لمدة أربعة أيام.
371356	ara	استمر المطر أسبوعاً.
371357	ara	استمر المطر خمسة أيام.
371358	ara	استمر المطر بالهطول طوال اليوم.
371359	ara	أفسد المطر نزهتنا.
371360	ara	ستمطر.
371361	ara	استمر المطر ثلاثة أيام.
371362	ara	أخيراً توقف المطر.
371363	ara	سأحضر منشفة أخرى.
371364	ara	سأحضر فوطة أخرى.
371365	ara	لا يعرف أحد عنوانه إلّا توم.
371366	ara	سُأِل كل طالب سؤالاً واحداً.
371367	ara	واحد منّا سيضطر للرحيل.
371368	ara	إنها مئة دولار.
371369	ara	إنها ورقة نقدية من فئة المئة دولار.
371370	ara	إنها ورقة نقدية من فئة المائة دولار.
371371	ara	لَخِّص التقرير في صفحة.
371372	ara	يزن الطرد أكثر من باوند.
371373	ara	لا يستطيع أحد أن ينكر هذا.
371374	ara	نجا من الحادثة شخص واحد.
371375	ara	الكلب أعور.
371376	ara	سآخذ الأصفر.
371377	ara	سآخذ الصفراء.
371378	ara	يتسع الفندق لمئة شخص.
371379	ara	إحدى الحقائب فارغة تماماً.
371380	ara	أحد الولدين يعرف ذلك.
371381	ara	أقلعت الطائرات النفاثة واحدة تلو الأخرى.
371382	ara	إتحدت الدول الثلاث ليكوّنوا دولة واحدة.
371383	ara	كان ذلك أمله الوحيد.
371384	ara	هذا سؤال مهم جداً.
371385	ara	هذا الكتاب أقدم من ذاك.
371386	ara	هذا الحيوان أكبر من ذاك.
371387	ara	عرض هذا النهر ميل.
371388	ara	أداء هذه السيارة أفضل من تلك.
371389	ara	هذه السيارة أكبر من تلك.
371390	ara	كنت أمتلك سيارة نيسان قبل أن أمتلك هذه.
371391	ara	هذا القاموس أفضل من ذاك.
371392	ara	هذه الساعة أفضل من تلك.
371393	ara	أعيش في الطابق الأرضي.
371394	ara	اطمأن والدا توم عندما سمعا بأنه بخير.
371395	ara	كان زوجي الأخير غبيًا بالفعل.
371397	ara	ذهب للمتجر في آخر لحظة، قبل الإغلاق بقليل.
371399	ara	إنه آخر من أطلب منه المساعدة فهو شخص لا يعتمد عليه.
371401	ara	استمرت الخطبة ثلاثين دقيقة.
371403	ara	دامت الخطبة ثلاثين دقيقة.
371404	ara	استمر الجو الممطر عشرة أيام متواصلة.
371406	ara	نعم، سيكفي الحليب حتى يوم الجمعة.
371408	ara	إنه مريض.
371411	ara	ستبدأ المسرحية في الساعة الثامنة.
371413	ara	لقد زرت روما.
371415	ara	إنها تتناول العشاء.
371417	ara	سنلعب التنس في عطلة نهاية الأسبوع.
371419	ara	سُرقت محفظتي بالأمس.
371422	ara	نساء فرنسا جميلات.
371424	ara	أحد أعمامي طبيب.
371426	ara	السكرتيرة متعبة من الطباعة.
371428	ara	هناك وحش تحت سريري.
371430	ara	هناك بعبع تحت سريري.
371432	ara	مشى إلى البيت.
371434	ara	ذهب إلى الدكان.
371436	ara	ذهب إلى المحل التجاري.
371437	ara	ذهب إلى المتجر.
371438	ara	تتراوح درجة الحرارة في الصيف من ثلاثين إلى أربعين درجة.
371440	ara	فاز فريق مانتشستر يونايتد بأربعة أهداف مقابل إثنين.
371442	ara	إلى أين أنت ذاهب؟
371444	ara	أنا أحبك.
371445	ara	أحبك.
371446	ara	أحب أكل اللازانيا.
371447	ara	أحب الرحلات.
371448	ara	كشف عن حبه.
371449	ara	أعلن حبه.
371450	ara	الحب أعمى.
371451	ara	الحب و السلام.
371452	ara	هل يحب الجميع الموسيقى؟
371453	ara	أحِبَّ جيرانك.
371454	ara	أحب هذه الصورة.
371455	ara	أتحبني؟
371457	ara	الحب لا يرى عيوباً.
371458	ara	الطفل يحتاج الى الحنان.
371459	ara	نحن نحب بعضنا البعض.
371460	ara	أحب هذا الإعلان التلفزيوني.
371461	ara	أحب الأفلام الأمريكية.
371462	ara	أحب مشاهدة مبارايات كرة السلة.
371463	ara	أحب الأفلام الفرنسية.
371464	ara	أحب قصص الغرام.
371465	ara	أعشق موسيقى الروك.
371466	ara	أحب قراءة الكتب.
371467	ara	أحبها.
371468	ara	أحب القصص المصورة.
371469	ara	أنا أيضاً أحب الموسيقى.
371470	ara	نحن نحب أولادنا.
371471	ara	الناس يحبون الحرية.
371472	ara	هل هذا هو الحب؟
371473	ara	أحب الرقص.
371474	ara	أحب أن أرقص.
371476	ara	ابق هنا معنا.
371477	ara	ابق معنا.
371478	ara	خذني معك.
371479	ara	عادةً ما تشرب أختي الكبيرة الشاي مع الحليب.
371480	ara	لا ليس معي.
371481	ara	تعال معنا.
371482	ara	أكنت مع أحد؟
371483	ara	أكنت مع أحدهم؟
371484	ara	أوافقك الرأي.
371485	ara	يلعب الأولاد باللعب.
371486	ara	اجلس معي.
371487	ara	أنا اختلف معك في الرأي.
371488	ara	لا أوافقك الرأي.
371489	ara	أختلف معك.
371490	ara	ألعب معه.
371491	ara	أعمل معه.
371492	ara	أوافقه الرأي.
371493	ara	وافقتها الرأي.
371494	ara	تسقط الحكومة!
371495	ara	النهار يتبع الليل.
371496	ara	انفجر غاضباً.
371497	ara	سلم عليه.
371498	ara	صرخ ألماً.
371499	ara	اضحك معهم.
371500	ara	ارتجفت خوفاً.
371501	ara	صرخت رعباً.
371502	ara	تخرجت بإمتياز.
371503	ara	أجابت باكيةً.
371504	ara	صارع المرض.
371505	ara	كان واضحاً كالشمس أن شنجي سيموت من الجوع.
371506	ara	جميلة كالوردة.
371507	ara	امش بأسرع ما يمكنك.
371508	ara	بارد كالثلج.
371509	ara	كيوتو ليست كبيرة كأوساكا.
371510	ara	مج بطول كن.
371511	ara	ماري ليست بطوله.
371512	ara	"متى ستعود؟" "يعتمد ذلك على الجو."
371513	ara	لا أفهم.
371514	ara	ليس هذا مهماً.
371515	ara	المال ليس كل شيء.
371516	ara	لم لا؟
371517	ara	ربما لا.
371518	ara	!مجدداً؟ ليس مرة أخرى!
371519	ara	بالله عليك!
371520	ara	ظل يمشي.
371521	ara	مشى باسمرار.
371522	ara	ظل يركض.
371523	ara	لا لست نعساناً.
371524	ara	أليست سوداء؟
371525	ara	لا ليس حقا.
371526	ara	لا تأت هنا.
371527	ara	لا ، لا يمكنك.
371528	ara	لا ، لن تحتاج.
371529	ara	يجب أن لا تلعب.
371530	ara	يجب أن لا تنام.
371531	ara	أنت لست يابانياً.
371532	ara	لا تتسرع بالإجابة.
371533	ara	لست مشغولاً.
371534	ara	لا تتدخل!
371535	ara	إنه ليس مدخنا.
371536	ara	هو لا يدخن.
