text,label
Could you go straight ahead as far as you can. please,0
I need you to walk ahead when you're ready.,0
I need you to walk ahead when you're ready. now,0
I need you to walk ahead when you're ready.,0
I need you to walk ahead when you're ready. right away,0
I need you to walk ahead when you're ready. quickly,0
I need you to walk ahead when you're ready. please,0
"Hey buddy, move forward until I tell you to stop.",0
"Hey buddy, move ahead until I tell you to stop.",0
"Hey buddy, walk forward until I tell you to stop.",0
"Hey buddy, go forward until I tell you to stop.",0
"Hey buddy, step forward until I tell you to stop. now",0
"Hey buddy, move ahead until I tell you to stop. quickly",0
"Hey buddy, keep going forward until I tell you to stop.",0
"Hey buddy, step forward until I tell you to stop.",0
"Hey buddy, keep going forward until I tell you to stop. now",0
"Hey buddy, move forward until I tell you to stop. right away",0
"Hey buddy, walk forward until I tell you to stop. quickly",0
"Hey buddy, advance until I tell you to stop. right away",0
"Hey buddy, move ahead until I tell you to stop. now",0
"Hey buddy, move forward until I tell you to stop.",0
"Hey buddy, move forward until I tell you to stop. please",0
"Hey buddy, move forward until I tell you to stop. quickly",0
Kindly advance forward until I tell you to stop.,0
Kindly advance forward until I tell you to stop.,0
Kindly advance forward until I tell you to stop. quickly,0
Kindly advance forward until I tell you to stop. now,0
Kindly advance forward until I tell you to stop. right away,0
"Hey buddy, go straight ahead for me now.",0
"Hey buddy, go straight ahead for me now.",0
"Hey buddy, go straight ahead for me now. now",0
"Hey buddy, go straight ahead for me now. quickly",0
"Hey buddy, go straight ahead for me now. please",0
Kindly move forward for me now.,0
Kindly go forward for me now.,0
Kindly move ahead for me now.,0
Kindly advance for me now. please,0
Kindly walk forward for me now. now,0
Kindly step forward for me now. quickly,0
Kindly advance for me now.,0
Kindly step forward for me now. please,0
Kindly move forward for me now.,0
Kindly move forward for me now. right away,0
Kindly walk forward for me now. right away,0
Kindly proceed forward for me now.,0
Kindly step forward for me now.,0
Kindly walk forward for me now.,0
Could you go straight ahead in a smooth way please.,0
Could you go straight ahead in a smooth way please.,0
Could you go straight ahead in a smooth way please. right away,0
Could you go straight ahead in a smooth way please. please,0
Could you go straight ahead in a smooth way please. quickly,0
Kindly go straight ahead as far as you can.,0
Kindly go straight ahead as far as you can. right away,0
Kindly go straight ahead as far as you can. quickly,0
Kindly go straight ahead as far as you can. please,0
Kindly go straight ahead as far as you can. now,0
Kindly go straight ahead as far as you can.,0
Please advance forward towards that direction.,0
Please advance forward towards that direction.,0
Please advance forward towards that direction. now,0
Please advance forward towards that direction. right away,0
Could you walk ahead in a smooth way please.,0
Could you walk ahead in a smooth way please. now,0
Could you walk ahead in a smooth way please. quickly,0
Could you walk ahead in a smooth way please. right away,0
Could you walk ahead in a smooth way please.,0
"Robot, advance forward right away!",0
"Robot, advance forward right away! right away",0
"Robot, advance forward right away! quickly",0
"Robot, advance forward right away!",0
Could you step forward slowly when you're ready.,0
Could you step forward slowly when you're ready. right away,0
Could you step forward slowly when you're ready. now,0
Could you step forward slowly when you're ready. please,0
Could you step forward slowly when you're ready. quickly,0
Could you step forward slowly when you're ready.,0
Kindly step forward slowly in a smooth way please.,0
Kindly step forward slowly in a smooth way please. please,0
Kindly step forward slowly in a smooth way please. quickly,0
Kindly step forward slowly in a smooth way please. now,0
Kindly step forward slowly in a smooth way please.,0
Kindly step forward slowly when you're ready.,0
Kindly step forward slowly when you're ready. now,0
Kindly step forward slowly when you're ready. quickly,0
Kindly step forward slowly when you're ready. right away,0
Kindly step forward slowly when you're ready.,0
Please move forward until I tell you to stop.,0
Please keep going forward until I tell you to stop.,0
Please step forward until I tell you to stop. please,0
Please move forward until I tell you to stop.,0
Please move ahead until I tell you to stop.,0
Please move forward until I tell you to stop. now,0
Please go forward until I tell you to stop.,0
Please proceed forward until I tell you to stop.,0
Please step forward until I tell you to stop.,0
Please advance until I tell you to stop.,0
Please walk forward until I tell you to stop. right away,0
Please walk forward until I tell you to stop.,0
Please step forward until I tell you to stop. quickly,0
Please move forward until I tell you to stop. please,0
Please move ahead until I tell you to stop. now,0
I need you to go straight ahead until I tell you to stop.,0
I need you to go straight ahead until I tell you to stop. right away,0
I need you to go straight ahead until I tell you to stop. quickly,0
I need you to go straight ahead until I tell you to stop.,0
I need you to go straight ahead until I tell you to stop. please,0
I need you to go straight ahead until I tell you to stop. now,0
I need you to step forward slowly in a smooth way please.,0
I need you to step forward slowly in a smooth way please. please,0
I need you to step forward slowly in a smooth way please.,0
I need you to step forward slowly in a smooth way please. right away,0
I need you to step forward slowly in a smooth way please. now,0
I need you to step forward slowly in a smooth way please. quickly,0
Could you move forward when you're ready.,0
Could you keep going forward when you're ready.,0
Could you walk forward when you're ready.,0
Could you move ahead when you're ready.,0
Could you walk forward when you're ready. quickly,0
Could you advance when you're ready. please,0
Could you proceed forward when you're ready.,0
Could you walk forward when you're ready. now,0
Could you move forward when you're ready. please,0
Could you go forward when you're ready. right away,0
Could you go forward when you're ready. quickly,0
Could you move forward when you're ready.,0
Could you step forward when you're ready.,0
Could you step forward when you're ready. right away,0
Could you advance when you're ready.,0
Could you move forward in a smooth way please.,0
Could you proceed forward in a smooth way please.,0
Could you advance in a smooth way please. now,0
Could you move ahead in a smooth way please.,0
Could you go forward in a smooth way please. right away,0
Could you go forward in a smooth way please. please,0
Could you go forward in a smooth way please.,0
Could you step forward in a smooth way please.,0
Could you move forward in a smooth way please. please,0
Could you walk forward in a smooth way please.,0
Could you keep going forward in a smooth way please.,0
Could you move forward in a smooth way please.,0
Kindly advance forward when you're ready.,0
Kindly advance forward when you're ready.,0
Kindly advance forward when you're ready. right away,0
Kindly advance forward when you're ready. now,0
Kindly advance forward when you're ready. please,0
"Hey buddy, walk ahead as far as you can.",0
"Hey buddy, walk ahead as far as you can. right away",0
"Hey buddy, walk ahead as far as you can. now",0
"Hey buddy, walk ahead as far as you can. quickly",0
"Hey buddy, walk ahead as far as you can. please",0
"Hey buddy, walk ahead as far as you can.",0
"Robot, step forward slowly for me now.",0
"Robot, step forward slowly for me now. right away",0
"Robot, step forward slowly for me now. quickly",0
"Robot, step forward slowly for me now.",0
"Robot, step forward slowly for me now. now",0
Please step forward slowly as far as you can.,0
Please step forward slowly as far as you can. please,0
Please step forward slowly as far as you can. now,0
Please step forward slowly as far as you can.,0
Please step forward slowly as far as you can. quickly,0
Please move forward towards that direction.,0
Please advance towards that direction. now,0
Please proceed forward towards that direction.,0
Please step forward towards that direction.,0
Please move ahead towards that direction.,0
Please move forward towards that direction.,0
Please walk forward towards that direction.,0
Please keep going forward towards that direction. quickly,0
Please move forward towards that direction. quickly,0
Please move ahead towards that direction. right away,0
Please move forward towards that direction. right away,0
Please keep going forward towards that direction.,0
Please advance towards that direction.,0
Please go forward towards that direction.,0
I need you to step forward slowly towards that direction.,0
I need you to step forward slowly towards that direction. please,0
I need you to step forward slowly towards that direction.,0
I need you to step forward slowly towards that direction. right away,0
I need you to step forward slowly towards that direction. quickly,0
I need you to step forward slowly towards that direction. now,0
I need you to go straight ahead as far as you can.,0
I need you to go straight ahead as far as you can. right away,0
I need you to go straight ahead as far as you can.,0
I need you to go straight ahead as far as you can. quickly,0
"Robot, move forward for me now.",0
"Robot, go forward for me now.",0
"Robot, proceed forward for me now. right away",0
"Robot, move ahead for me now. please",0
"Robot, advance for me now.",0
"Robot, keep going forward for me now. quickly",0
"Robot, walk forward for me now.",0
"Robot, keep going forward for me now.",0
"Robot, move ahead for me now.",0
"Robot, walk forward for me now. right away",0
"Robot, move ahead for me now. now",0
"Robot, move forward for me now.",0
"Robot, step forward for me now.",0
"Robot, go forward for me now. please",0
I need you to walk ahead right away!,0
I need you to walk ahead right away! please,0
I need you to walk ahead right away! right away,0
I need you to walk ahead right away! now,0
I need you to walk ahead right away!,0
"Hey buddy, walk ahead in a smooth way please.",0
"Hey buddy, walk ahead in a smooth way please.",0
"Hey buddy, walk ahead in a smooth way please. quickly",0
"Hey buddy, walk ahead in a smooth way please. right away",0
"Hey buddy, walk ahead in a smooth way please. please",0
Could you move forward until I tell you to stop.,0
Could you move forward until I tell you to stop. now,0
Could you advance until I tell you to stop. quickly,0
Could you move ahead until I tell you to stop.,0
Could you step forward until I tell you to stop.,0
Could you walk forward until I tell you to stop. right away,0
Could you advance until I tell you to stop.,0
Could you advance until I tell you to stop. right away,0
Could you move forward until I tell you to stop.,0
Could you move forward until I tell you to stop. please,0
Could you move ahead until I tell you to stop. please,0
Could you proceed forward until I tell you to stop.,0
Could you walk forward until I tell you to stop.,0
Could you move forward until I tell you to stop. quickly,0
Could you go straight ahead towards that direction.,0
Could you go straight ahead towards that direction. please,0
Could you go straight ahead towards that direction.,0
Could you go straight ahead towards that direction. now,0
Could you go straight ahead towards that direction. right away,0
Could you go straight ahead towards that direction. quickly,0
"Robot, advance forward towards that direction.",0
"Robot, advance forward towards that direction. please",0
"Robot, advance forward towards that direction. now",0
"Robot, advance forward towards that direction. right away",0
"Robot, advance forward towards that direction. quickly",0
"Robot, advance forward towards that direction.",0
I need you to advance forward as far as you can.,0
I need you to advance forward as far as you can. right away,0
I need you to advance forward as far as you can. please,0
I need you to advance forward as far as you can.,0
I need you to advance forward as far as you can. now,0
I need you to advance forward as far as you can. quickly,0
Kindly move forward when you're ready.,0
Kindly keep going forward when you're ready.,0
Kindly walk forward when you're ready.,0
Kindly advance when you're ready.,0
Kindly proceed forward when you're ready. quickly,0
Kindly step forward when you're ready.,0
Kindly proceed forward when you're ready.,0
Kindly advance when you're ready. please,0
Kindly move forward when you're ready.,0
Kindly move ahead when you're ready.,0
Kindly move forward when you're ready. please,0
Kindly keep going forward when you're ready. please,0
Kindly proceed forward when you're ready. please,0
"Robot, go straight ahead for me now.",0
"Robot, go straight ahead for me now. quickly",0
"Robot, go straight ahead for me now.",0
"Robot, go straight ahead for me now. right away",0
"Robot, go straight ahead for me now. please",0
"Hey buddy, advance forward until I tell you to stop.",0
"Hey buddy, advance forward until I tell you to stop. please",0
"Hey buddy, advance forward until I tell you to stop. now",0
"Hey buddy, advance forward until I tell you to stop.",0
"Hey buddy, advance forward until I tell you to stop. right away",0
"Hey buddy, advance forward until I tell you to stop. quickly",0
"Hey buddy, advance forward towards that direction.",0
"Hey buddy, advance forward towards that direction. right away",0
"Hey buddy, advance forward towards that direction. please",0
"Hey buddy, advance forward towards that direction. now",0
"Hey buddy, advance forward towards that direction. quickly",0
"Hey buddy, advance forward towards that direction.",0
"Hey buddy, walk ahead when you're ready.",0
"Hey buddy, walk ahead when you're ready. quickly",0
"Hey buddy, walk ahead when you're ready.",0
"Hey buddy, walk ahead when you're ready. right away",0
"Hey buddy, walk ahead when you're ready. now",0
"Hey buddy, walk ahead when you're ready. please",0
"Robot, walk ahead right away!",0
"Robot, walk ahead right away!",0
"Robot, walk ahead right away! now",0
"Robot, walk ahead right away! quickly",0
"Robot, walk ahead right away! right away",0
"Robot, walk ahead right away! please",0
I need you to move forward until I tell you to stop.,0
I need you to advance until I tell you to stop.,0
I need you to step forward until I tell you to stop. now,0
I need you to keep going forward until I tell you to stop.,0
I need you to walk forward until I tell you to stop.,0
I need you to move forward until I tell you to stop. right away,0
I need you to move ahead until I tell you to stop.,0
I need you to go forward until I tell you to stop.,0
I need you to move ahead until I tell you to stop. please,0
I need you to move forward until I tell you to stop. quickly,0
I need you to move forward until I tell you to stop.,0
I need you to walk forward until I tell you to stop. right away,0
I need you to proceed forward until I tell you to stop.,0
"Hey buddy, advance forward as far as you can.",0
"Hey buddy, advance forward as far as you can.",0
"Hey buddy, advance forward as far as you can. right away",0
"Hey buddy, advance forward as far as you can. quickly",0
"Hey buddy, advance forward as far as you can. please",0
Please move forward when you're ready.,0
Please step forward when you're ready.,0
Please move ahead when you're ready.,0
Please proceed forward when you're ready. right away,0
Please advance when you're ready.,0
Please keep going forward when you're ready.,0
Please move forward when you're ready. please,0
Please move forward when you're ready. right away,0
Please advance when you're ready. quickly,0
Please walk forward when you're ready.,0
Please move forward when you're ready.,0
I need you to walk ahead until I tell you to stop.,0
I need you to walk ahead until I tell you to stop. quickly,0
I need you to walk ahead until I tell you to stop. please,0
I need you to walk ahead until I tell you to stop. right away,0
I need you to walk ahead until I tell you to stop.,0
I need you to walk ahead until I tell you to stop. now,0
"Hey buddy, move forward as far as you can.",0
"Hey buddy, go forward as far as you can. now",0
"Hey buddy, move ahead as far as you can.",0
"Hey buddy, keep going forward as far as you can.",0
"Hey buddy, go forward as far as you can.",0
"Hey buddy, proceed forward as far as you can.",0
"Hey buddy, step forward as far as you can.",0
"Hey buddy, move ahead as far as you can. quickly",0
"Hey buddy, advance as far as you can.",0
"Hey buddy, move forward as far as you can.",0
"Hey buddy, move forward in a smooth way please.",0
"Hey buddy, move ahead in a smooth way please.",0
"Hey buddy, keep going forward in a smooth way please.",0
"Hey buddy, move forward in a smooth way please. right away",0
"Hey buddy, advance in a smooth way please. now",0
"Hey buddy, advance in a smooth way please.",0
"Hey buddy, proceed forward in a smooth way please.",0
"Hey buddy, walk forward in a smooth way please. quickly",0
"Hey buddy, advance in a smooth way please. right away",0
"Hey buddy, move forward in a smooth way please.",0
"Hey buddy, walk forward in a smooth way please.",0
"Hey buddy, go forward in a smooth way please.",0
Please go straight ahead until I tell you to stop.,0
Please go straight ahead until I tell you to stop. quickly,0
Please go straight ahead until I tell you to stop. right away,0
Please go straight ahead until I tell you to stop.,0
"Robot, step forward slowly until I tell you to stop.",0
"Robot, step forward slowly until I tell you to stop. right away",0
"Robot, step forward slowly until I tell you to stop.",0
I need you to go straight ahead in a smooth way please.,0
I need you to go straight ahead in a smooth way please. right away,0
I need you to go straight ahead in a smooth way please.,0
I need you to go straight ahead in a smooth way please. quickly,0
"Hey buddy, advance forward right away!",0
"Hey buddy, advance forward right away!",0
"Hey buddy, advance forward right away! please",0
"Hey buddy, advance forward right away! now",0
"Robot, go straight ahead until I tell you to stop.",0
"Robot, go straight ahead until I tell you to stop. quickly",0
"Robot, go straight ahead until I tell you to stop. now",0
"Robot, go straight ahead until I tell you to stop. right away",0
"Robot, go straight ahead until I tell you to stop.",0
I need you to step forward slowly as far as you can.,0
I need you to step forward slowly as far as you can. now,0
I need you to step forward slowly as far as you can.,0
I need you to step forward slowly as far as you can. right away,0
I need you to step forward slowly as far as you can. quickly,0
I need you to step forward slowly as far as you can. please,0
Kindly go straight ahead in a smooth way please.,0
Kindly go straight ahead in a smooth way please. quickly,0
Kindly go straight ahead in a smooth way please. now,0
Kindly go straight ahead in a smooth way please. right away,0
Kindly go straight ahead in a smooth way please.,0
"Hey buddy, step forward slowly in a smooth way please.",0
"Hey buddy, step forward slowly in a smooth way please. right away",0
"Hey buddy, step forward slowly in a smooth way please.",0
"Hey buddy, step forward slowly in a smooth way please. now",0
"Hey buddy, step forward slowly in a smooth way please. please",0
"Hey buddy, step forward slowly in a smooth way please. quickly",0
Kindly move forward until I tell you to stop.,0
Kindly move forward until I tell you to stop. quickly,0
Kindly move forward until I tell you to stop.,0
Kindly step forward until I tell you to stop.,0
Kindly walk forward until I tell you to stop.,0
Kindly go forward until I tell you to stop.,0
Kindly advance until I tell you to stop. now,0
Kindly move forward until I tell you to stop. please,0
Kindly walk forward until I tell you to stop. quickly,0
Kindly proceed forward until I tell you to stop.,0
Kindly keep going forward until I tell you to stop.,0
"Hey buddy, step forward slowly when you're ready.",0
"Hey buddy, step forward slowly when you're ready. please",0
"Hey buddy, step forward slowly when you're ready. quickly",0
"Hey buddy, step forward slowly when you're ready.",0
Please advance forward right away!,0
Please advance forward right away! now,0
Please advance forward right away!,0
Please advance forward right away! please,0
Please advance forward right away! quickly,0
Please advance forward right away! right away,0
I need you to move forward in a smooth way please.,0
I need you to walk forward in a smooth way please.,0
I need you to keep going forward in a smooth way please.,0
I need you to step forward in a smooth way please.,0
I need you to go forward in a smooth way please.,0
I need you to proceed forward in a smooth way please.,0
I need you to move forward in a smooth way please.,0
I need you to move ahead in a smooth way please.,0
I need you to proceed forward in a smooth way please. quickly,0
I need you to move ahead in a smooth way please. please,0
I need you to proceed forward in a smooth way please. please,0
"Hey buddy, move forward right away!",0
"Hey buddy, walk forward right away!",0
"Hey buddy, step forward right away! quickly",0
"Hey buddy, step forward right away!",0
"Hey buddy, move forward right away!",0
"Hey buddy, proceed forward right away!",0
"Hey buddy, keep going forward right away!",0
"Hey buddy, go forward right away! quickly",0
"Hey buddy, move ahead right away!",0
"Hey buddy, advance right away! now",0
"Hey buddy, proceed forward right away! right away",0
"Hey buddy, advance right away!",0
"Robot, go straight ahead towards that direction.",0
"Robot, go straight ahead towards that direction. please",0
"Robot, go straight ahead towards that direction. quickly",0
"Robot, go straight ahead towards that direction.",0
"Robot, go straight ahead towards that direction. right away",0
I need you to walk ahead in a smooth way please.,0
I need you to walk ahead in a smooth way please.,0
I need you to walk ahead in a smooth way please. now,0
I need you to walk ahead in a smooth way please. please,0
I need you to walk ahead in a smooth way please. right away,0
I need you to walk ahead in a smooth way please. quickly,0
Could you walk ahead until I tell you to stop.,0
Could you walk ahead until I tell you to stop. please,0
Could you walk ahead until I tell you to stop. right away,0
Could you walk ahead until I tell you to stop.,0
I need you to walk ahead for me now.,0
I need you to walk ahead for me now.,0
I need you to walk ahead for me now. please,0
I need you to walk ahead for me now. quickly,0
I need you to walk ahead for me now. right away,0
I need you to walk ahead for me now. now,0
Please walk ahead until I tell you to stop.,0
Please walk ahead until I tell you to stop. right away,0
Please walk ahead until I tell you to stop.,0
Please walk ahead until I tell you to stop. now,0
Please walk ahead until I tell you to stop. please,0
Please move forward as far as you can.,0
Please move ahead as far as you can.,0
Please advance as far as you can.,0
Please proceed forward as far as you can. please,0
Please go forward as far as you can. now,0
Please proceed forward as far as you can.,0
Please go forward as far as you can. right away,0
Please go forward as far as you can.,0
Please step forward as far as you can.,0
Please proceed forward as far as you can. quickly,0
Please keep going forward as far as you can.,0
Please walk forward as far as you can.,0
Please walk forward as far as you can. now,0
Please move forward as far as you can.,0
Could you move forward right away!,0
Could you proceed forward right away!,0
Could you go forward right away! right away,0
Could you move ahead right away! quickly,0
Could you step forward right away! right away,0
Could you move forward right away!,0
Could you go forward right away!,0
Could you walk forward right away!,0
Could you move ahead right away!,0
Could you walk forward right away! now,0
Could you keep going forward right away!,0
Could you move ahead right away! now,0
Could you keep going forward right away! please,0
Could you advance right away!,0
"Robot, walk ahead in a smooth way please.",0
"Robot, walk ahead in a smooth way please. now",0
"Robot, walk ahead in a smooth way please. quickly",0
"Robot, walk ahead in a smooth way please. right away",0
"Robot, walk ahead in a smooth way please.",0
Could you advance forward in a smooth way please.,0
Could you advance forward in a smooth way please. right away,0
Could you advance forward in a smooth way please. please,0
Could you advance forward in a smooth way please. now,0
Could you advance forward in a smooth way please.,0
Could you advance forward in a smooth way please. quickly,0
Could you go straight ahead for me now.,0
Could you go straight ahead for me now. please,0
Could you go straight ahead for me now.,0
Could you go straight ahead for me now. now,0
Could you go straight ahead for me now. quickly,0
Please go straight ahead as far as you can.,0
Please go straight ahead as far as you can. right away,0
Please go straight ahead as far as you can.,0
Please go straight ahead as far as you can. please,0
Please go straight ahead as far as you can. quickly,0
Kindly go straight ahead until I tell you to stop.,0
Kindly go straight ahead until I tell you to stop. quickly,0
Kindly go straight ahead until I tell you to stop.,0
Kindly go straight ahead until I tell you to stop. now,0
Kindly go straight ahead until I tell you to stop. right away,0
Kindly walk ahead for me now.,0
Kindly walk ahead for me now. quickly,0
Kindly walk ahead for me now. right away,0
Kindly walk ahead for me now.,0
Kindly walk ahead for me now. please,0
I need you to walk ahead as far as you can.,0
I need you to walk ahead as far as you can. now,0
I need you to walk ahead as far as you can.,0
I need you to walk ahead as far as you can. quickly,0
I need you to walk ahead as far as you can. right away,0
Could you walk ahead right away!,0
Could you walk ahead right away! please,0
Could you walk ahead right away! quickly,0
Could you walk ahead right away!,0
Kindly advance forward right away!,0
Kindly advance forward right away! right away,0
Kindly advance forward right away!,0
Kindly advance forward right away! now,0
Kindly advance forward right away! please,0
Kindly move forward right away!,0
Kindly step forward right away!,0
Kindly move ahead right away! quickly,0
Kindly advance right away! quickly,0
Kindly advance right away!,0
Kindly move ahead right away!,0
Kindly keep going forward right away!,0
Kindly go forward right away!,0
Kindly move forward right away!,0
Kindly step forward right away! please,0
Kindly proceed forward right away!,0
Kindly walk forward right away!,0
Please advance forward until I tell you to stop.,0
Please advance forward until I tell you to stop. quickly,0
Please advance forward until I tell you to stop.,0
Please advance forward until I tell you to stop. please,0
Please advance forward until I tell you to stop. now,0
"Hey buddy, step forward slowly towards that direction.",0
"Hey buddy, step forward slowly towards that direction. now",0
"Hey buddy, step forward slowly towards that direction. right away",0
"Hey buddy, step forward slowly towards that direction.",0
Could you advance forward when you're ready.,0
Could you advance forward when you're ready. right away,0
Could you advance forward when you're ready.,0
Could you advance forward when you're ready. please,0
"Hey buddy, step forward slowly right away!",0
"Hey buddy, step forward slowly right away! right away",0
"Hey buddy, step forward slowly right away! now",0
"Hey buddy, step forward slowly right away! quickly",0
"Hey buddy, step forward slowly right away!",0
"Hey buddy, step forward slowly right away! please",0
Please advance forward when you're ready.,0
Please advance forward when you're ready. right away,0
Please advance forward when you're ready.,0
Please advance forward when you're ready. quickly,0
Please advance forward when you're ready. now,0
"Robot, move forward as far as you can.",0
"Robot, move ahead as far as you can.",0
"Robot, proceed forward as far as you can.",0
"Robot, go forward as far as you can.",0
"Robot, go forward as far as you can. right away",0
"Robot, advance as far as you can.",0
"Robot, move ahead as far as you can. now",0
"Robot, step forward as far as you can.",0
"Robot, step forward as far as you can. right away",0
"Robot, walk forward as far as you can.",0
"Robot, advance as far as you can. right away",0
"Robot, move forward as far as you can.",0
"Robot, advance as far as you can. now",0
Kindly move forward towards that direction.,0
Kindly step forward towards that direction. quickly,0
Kindly keep going forward towards that direction.,0
Kindly move forward towards that direction.,0
Kindly move ahead towards that direction. please,0
Kindly proceed forward towards that direction.,0
Kindly walk forward towards that direction.,0
Kindly step forward towards that direction.,0
Kindly go forward towards that direction.,0
Kindly walk forward towards that direction. now,0
Kindly move ahead towards that direction.,0
I need you to advance forward when you're ready.,0
I need you to advance forward when you're ready. please,0
